srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Actual Label,Predicted Label
175.45.176.1,11059,149.171.126.13,179,tcp,FIN,0.453621,3666,268,254,252,3,1,-,59274.15234,3950.434326,12,6,255,160096830,2208009794,306,45,0,0,2251.784462,112.775312,1421931129,35.213908,77.217398,0.127134,0.06753,0.059604,0,1,0,0,0,4,4,1,4,1,1,1,1,0
175.45.176.1,7902,149.171.126.10,80,tcp,FIN,0.910389,832,306,254,252,0,0,-,2311.099854,6397.265137,8,7,255,355049844,2204411015,104,44,0,0,6693.905362,285.445312,1421931680,118.724281,151.7315,0.0,0.0,0.0,0,1,0,0,0,1,2,1,1,1,1,1,1,0
175.45.176.3,48535,149.171.126.15,80,tcp,FIN,0.792416,68189,612,254,252,27,1,http,676947.5,5744.45752,60,14,255,2645568865,549972673,1136,44,1,0,1380.365843,83.479781,1421932084,13.415542,57.392,0.093814,0.046309,0.047505,0,1,1,0,0,2,2,1,1,1,1,1,0,1
175.45.176.3,65092,149.171.126.15,80,tcp,FIN,0.899384,68189,612,254,252,27,1,http,596434.875,5061.241699,60,14,255,1523726904,1213603152,1136,44,1,0,1480.114399,79.484586,1421932080,15.226949,64.34023,0.120655,0.062951,0.057704,0,1,1,0,0,5,5,1,1,1,1,1,1,0
175.45.176.0,17993,149.171.126.12,3306,tcp,FIN,1.008092,608,646,254,252,2,3,-,4348.809082,4618.625977,10,10,255,708200028,337587078,61,65,0,0,6328.701906,151.254641,1421931255,112.010222,106.896445,0.122139,0.045315,0.076824,0,1,0,0,0,1,2,2,1,1,1,1,1,0
175.45.176.1,6395,149.171.126.13,179,tcp,FIN,0.564886,2842,354,254,252,2,1,-,36226.78125,4390.266602,10,8,255,2865358263,4218525364,284,44,0,0,4096.708636,137.712953,1421931167,60.883889,74.05543,0.11903,0.046495,0.072535,0,1,0,0,0,4,4,2,5,2,1,2,0,1
175.45.176.1,14519,149.171.126.15,179,tcp,FIN,0.869621,11022,268,254,252,5,1,-,95066.70313,2060.667969,16,6,255,2000327535,2264165356,689,45,0,0,4305.440389,283.179562,1421931307,57.974731,157.908406,0.141798,0.079442,0.062356,0,1,0,0,0,2,2,2,4,1,1,1,1,0
175.45.176.1,30321,149.171.126.13,179,tcp,FIN,0.439063,5722,268,254,252,3,1,-,95585.36719,4081.418701,12,6,255,2488340427,1177888444,477,45,0,0,2112.996171,103.462875,1421931136,38.594363,71.397797,0.130587,0.082063,0.048524,0,1,0,0,0,5,5,2,6,2,1,2,1,0
175.45.176.3,18033,149.171.126.11,514,udp,INT,1.2e-05,936,0,254,0,0,0,-,312000000.0,0.0,2,0,0,0,0,468,0,0,0,0.0,0.0,1421934064,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,38,36,16,17,16,1,16,1,0
175.45.176.3,9197,149.171.126.11,1723,tcp,FIN,0.630045,756,268,254,252,2,1,-,8647.000977,2844.241211,10,6,255,3739670183,4143794431,76,45,0,0,3530.938307,156.064063,1421932620,70.005,94.360398,0.227917,0.157468,0.070449,0,1,0,0,0,4,4,1,1,1,1,1,0,1
175.45.176.0,47929,149.171.126.14,80,tcp,FIN,0.364253,806,1132,62,252,2,2,-,15944.96094,21765.0918,10,8,255,3782713702,3816531379,81,142,0,0,2091.479585,61.905859,1421932862,40.472556,41.335145,0.085193,0.053225,0.031968,0,1,0,0,0,5,5,1,1,1,1,1,0,1
175.45.176.3,2442,149.171.126.17,514,udp,INT,1.2e-05,554,0,254,0,0,0,-,184666656.0,0.0,2,0,0,0,0,277,0,0,0,0.0,0.0,1421933326,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,9,3,1,2,1,1,1,1,0
175.45.176.0,45638,149.171.126.12,3306,tcp,FIN,0.807481,608,646,254,252,2,3,-,5429.22998,5766.080078,10,10,255,3185460088,1688217075,61,65,0,0,4789.713466,110.499156,1421931248,89.720111,75.327555,0.199946,0.128934,0.071012,0,1,0,0,0,2,2,1,1,1,1,1,1,0
175.45.176.3,19496,149.171.126.13,514,udp,INT,3e-06,248,0,254,0,0,0,-,330666656.0,0.0,2,0,0,0,0,124,0,0,0,0.0,0.0,1421932383,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,5,5,1,5,1,0
175.45.176.0,44377,149.171.126.10,80,tcp,FIN,0.702446,510,268,254,252,2,1,http,5227.448242,2551.085938,10,6,255,243104589,1525443043,51,45,0,0,4102.807012,222.060453,1421930673,77.926111,126.447602,0.132925,0.070197,0.062728,0,1,0,0,0,4,3,1,3,2,1,1,1,0
175.45.176.0,49443,149.171.126.12,3306,tcp,FIN,0.695686,694,646,254,252,2,3,-,7325.144043,6692.674805,12,10,255,2806561344,3000696480,58,65,0,0,4069.247893,99.496102,1421931214,63.244185,72.461445,0.102139,0.042896,0.059243,0,1,0,0,0,4,4,1,1,1,1,1,1,0
175.45.176.0,58115,149.171.126.12,25128,tcp,FIN,0.501635,5208,536,254,252,4,2,-,77123.80469,7702.811523,14,10,255,2223535129,4066334676,372,54,0,0,2905.907438,96.865672,1421929995,37.409078,50.449332,0.094813,0.047581,0.047232,0,1,0,0,0,2,2,2,2,1,1,2,1,0
175.45.176.1,6302,149.171.126.13,179,tcp,FIN,0.591965,2044,354,254,252,2,1,-,24866.33398,4189.436523,10,8,255,3253783962,222813681,204,44,0,0,4218.114449,128.013883,1421931119,63.799,73.71157,0.158553,0.075973,0.08258,0,1,0,0,0,6,6,2,5,2,1,2,1,0
175.45.176.1,5406,149.171.126.11,179,tcp,FIN,0.729477,25726,764,254,252,12,4,-,272732.375,7786.400391,30,14,255,3709639652,239362087,858,55,0,0,1891.252819,68.418883,1421929889,25.15438,48.929539,0.105149,0.070919,0.03423,0,1,0,0,0,5,5,1,1,1,1,1,0,1
175.45.176.0,37456,149.171.126.11,179,tcp,FIN,0.488534,4194,268,254,252,3,1,-,62963.88672,3668.117188,12,6,255,116132447,2299828844,350,45,0,0,2434.983958,110.014094,1421928604,41.142183,73.08,0.160269,0.123126,0.037143,0,1,0,0,0,5,4,1,1,1,1,1,1,0
175.45.176.1,32423,149.171.126.15,179,tcp,FIN,1.057593,69587,612,254,252,27,1,-,517613.125,4304.113281,60,14,255,270235087,1109781708,1160,44,0,0,1770.523173,109.183672,1421931373,17.396559,76.123383,0.127191,0.067988,0.059203,0,1,0,0,0,2,2,1,1,1,1,1,0,1
175.45.176.1,20518,149.171.126.15,179,tcp,FIN,0.579998,1294,268,254,252,2,1,-,16069.02051,3089.665771,10,6,255,2556284948,2282265836,129,45,0,0,3239.363563,160.628875,1421931349,64.444222,98.096398,0.216158,0.088867,0.127291,0,1,0,0,0,3,2,2,4,1,1,2,0,1
175.45.176.0,44575,149.171.126.14,80,tcp,FIN,1.758278,828,1326,62,252,2,2,-,3394.22998,5432.587891,10,10,255,2397249891,1050484913,83,133,0,0,13073.34299,274.671625,1421933216,195.364222,184.235109,0.201607,0.099476,0.102131,0,1,0,0,0,4,2,2,2,2,1,2,0,1
175.45.176.3,65256,149.171.126.10,520,udp,INT,1.2e-05,1064,0,254,0,0,0,-,354666656.0,0.0,2,0,0,0,0,532,0,0,0,0.0,0.0,1421933550,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,3,4,1,1,1,1,1,0,1
175.45.176.1,18825,149.171.126.18,29483,tcp,FIN,0.398333,96,258,254,252,1,0,-,964.017517,4317.995117,2,6,255,3265816979,357630185,48,43,0,0,0.0,77.59543,1421929335,0.004,50.840398,0.0,0.0,0.0,0,1,0,0,0,2,1,1,1,1,1,1,1,0
175.45.176.0,7663,149.171.126.13,19255,tcp,FIN,0.255185,852,268,254,252,2,1,-,24045.29883,7022.355957,10,6,255,3062650058,821929017,85,45,0,0,1277.655297,69.030242,1421930594,25.505889,47.404602,0.068141,0.01815,0.049991,0,1,0,0,0,1,2,1,1,1,1,1,1,0
175.45.176.0,9586,149.171.126.10,179,tcp,FIN,0.91054,534,354,254,252,2,1,-,4226.063965,2723.658447,10,8,255,1119838684,3359046255,53,44,0,0,5597.751721,245.044094,1421931449,98.194,124.767859,0.098335,0.03716,0.061175,0,1,0,0,0,4,2,1,1,1,1,1,1,0
175.45.176.1,1152,149.171.126.13,520,udp,INT,1.1e-05,78,0,254,0,0,0,-,28363636.0,0.0,2,0,0,0,0,39,0,0,0,0.0,0.0,1421928759,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,13,8,2,3,2,1,2,0,1
175.45.176.1,8628,149.171.126.17,179,tcp,FIN,1.973973,524,354,254,252,2,1,-,1912.893433,1256.349487,10,8,255,1157350166,2918943877,52,44,0,0,12182.38103,420.339625,1421928084,219.330333,266.280844,0.20083,0.109336,0.091494,0,1,0,0,0,3,1,1,3,1,1,1,1,0
175.45.176.2,16465,149.171.126.12,520,udp,INT,1e-05,104,0,254,0,0,0,-,41600000.0,0.0,2,0,0,0,0,52,0,0,0,0.0,0.0,1421931398,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,2,1,1,1,0,1
175.45.176.1,62862,149.171.126.13,520,udp,INT,8e-06,78,0,254,0,0,0,-,39000000.0,0.0,2,0,0,0,0,39,0,0,0,0.0,0.0,1421928758,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,13,8,2,3,2,1,2,0,1
175.45.176.3,43581,149.171.126.15,179,tcp,FIN,0.61176,794,678,254,252,4,4,-,9650.842773,8133.908691,14,12,255,275883479,485735829,57,57,0,0,2262.054822,69.099812,1421930424,46.994922,50.400184,0.100572,0.057351,0.043221,0,1,0,0,0,6,7,2,2,2,1,2,0,1
175.45.176.2,54658,149.171.126.13,21,tcp,FIN,1.021631,586,682,254,252,3,4,ftp,4212.871582,4901.965332,12,12,255,2865923380,2294122992,49,57,0,0,4707.723848,113.288906,1421931038,92.875547,84.003727,0.169542,0.072715,0.096827,0,1,0,0,0,2,2,1,1,1,1,1,1,0
175.45.176.1,52859,149.171.126.11,179,tcp,FIN,0.719181,560,354,254,252,2,1,-,5606.377441,3448.366943,10,8,255,635902758,2418950814,56,44,0,0,5154.041282,145.752109,1421928751,77.405222,88.389859,0.188163,0.100449,0.087714,0,1,0,0,0,12,5,1,3,1,1,1,0,1
175.45.176.0,63594,149.171.126.11,179,tcp,FIN,0.736209,4194,268,254,252,3,1,-,41781.61328,2434.091553,12,6,255,2083960171,1985728952,350,45,0,0,3645.521661,141.392125,1421928636,66.841548,112.115398,0.241572,0.175628,0.065944,0,1,0,0,0,7,6,3,2,2,1,2,0,1
175.45.176.0,10585,149.171.126.11,445,tcp,FIN,0.576261,590,268,254,252,2,1,-,7371.660156,3109.702148,10,6,255,57437453,1589706891,59,45,0,0,3117.037651,140.761891,1421933777,63.881889,102.539602,0.125786,0.063559,0.062227,0,1,0,0,0,6,7,1,1,1,1,1,0,1
175.45.176.0,53000,149.171.126.14,80,tcp,FIN,0.513984,824,268,62,252,2,1,-,11548.99707,3486.489746,10,6,255,1797098539,2787046316,82,45,0,0,2817.564498,134.966312,1421933468,57.109333,92.445797,0.123971,0.051102,0.072869,0,1,0,0,0,4,3,1,1,1,1,1,0,1
175.45.176.1,52080,149.171.126.11,179,tcp,FIN,0.530735,680,268,254,252,2,1,-,9224.942383,3376.449463,10,6,255,1189590748,928260310,68,45,0,0,2682.25075,135.272453,1421928824,52.451667,91.548797,0.15034,0.072979,0.077361,0,1,0,0,0,15,5,1,3,1,1,1,0,1
175.45.176.3,19116,149.171.126.15,520,udp,INT,7e-06,104,0,254,0,0,0,-,59428572.0,0.0,2,0,0,0,0,52,0,0,0,0.0,0.0,1421931801,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,9,5,2,3,2,1,2,1,0
175.45.176.2,52067,149.171.126.12,514,udp,INT,8e-06,2032,0,254,0,0,0,-,1016000000.0,0.0,2,0,0,0,0,1016,0,0,0,0.0,0.0,1421933774,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,3,3,1,3,0,1
175.45.176.1,29868,149.171.126.13,135,tcp,FIN,0.41688,1612,268,254,252,2,1,-,27844.94336,4298.599121,10,6,255,3058783744,1591848852,161,45,0,0,2268.695803,117.042898,1421929671,43.956,73.668203,0.134819,0.048534,0.086285,0,1,0,0,0,5,5,2,2,2,1,2,1,0
175.45.176.1,1913,149.171.126.11,445,tcp,FIN,1.875293,1110,806,254,252,3,2,-,4342.788086,3097.115967,12,10,255,2233883170,717902725,93,81,0,0,9559.569764,311.676688,1421927956,159.347278,197.429781,0.185896,0.098424,0.087472,0,1,0,0,0,5,1,1,1,1,1,1,1,0
175.45.176.1,6962,149.171.126.11,179,tcp,FIN,1.201228,26576,642,254,252,13,3,-,171464.5313,3922.652344,32,12,255,751586995,2545411052,831,54,0,0,2955.177379,143.001234,1421929849,37.889838,103.479633,0.12134,0.062947,0.058393,0,1,0,0,0,4,4,1,1,1,1,1,1,0
175.45.176.0,63504,149.171.126.13,520,udp,INT,1.2e-05,1064,0,254,0,0,0,-,354666656.0,0.0,2,0,0,0,0,532,0,0,0,0.0,0.0,1421930101,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,30,30,8,8,8,1,8,0,1
175.45.176.0,8451,149.171.126.12,3306,tcp,FIN,1.031834,608,646,254,252,1,2,-,4248.745605,4512.353516,10,10,255,894538849,7002535,61,65,0,0,653664.8034,19616.63,1421931294,6639.9321,6639.888,0.082743,0.05731,0.025433,0,1,0,0,0,3,4,1,1,1,1,1,1,0
175.45.176.0,40990,149.171.126.17,179,tcp,FIN,1.994137,534,354,254,252,2,1,-,1929.656738,1243.645752,10,8,255,2148218092,3935094783,53,44,0,0,13012.72434,469.152562,1421933396,210.092667,272.107719,0.151674,0.089372,0.062302,0,1,0,0,0,5,6,2,2,1,1,1,1,0
175.45.176.1,55262,149.171.126.11,179,tcp,FIN,0.842207,564,268,254,252,2,1,-,4825.416992,2127.74292,10,6,255,2303966322,1360229467,56,45,0,0,5257.373733,270.831313,1421928759,93.452333,151.42,0.188691,0.085096,0.103595,0,1,0,0,0,13,6,1,3,1,1,1,0,1
175.45.176.1,51630,149.171.126.15,21,tcp,FIN,2.33411,756,682,254,252,4,4,ftp,2406.056152,2145.571533,14,12,255,4253430019,3167338752,54,57,0,0,11705.20399,347.552219,1421928068,176.825005,197.384359,0.294789,0.162879,0.13191,0,1,0,0,0,1,1,2,2,1,1,1,1,0
175.45.176.1,35149,149.171.126.13,179,tcp,FIN,0.622634,5226,268,254,252,3,1,-,61557.83203,2878.095459,12,6,255,1436183466,4176053805,436,45,0,0,3022.637755,136.866797,1421931142,53.760093,96.911398,0.22503,0.138066,0.086964,0,1,0,0,0,5,5,2,3,2,1,2,1,0
175.45.176.1,1642,149.171.126.13,135,tcp,FIN,0.236099,1612,268,254,252,2,1,-,49165.81641,7590.036133,10,6,255,1531443727,875660458,161,45,0,0,1260.084021,57.755539,1421929698,25.165778,40.945199,0.081052,0.031362,0.04969,0,1,0,0,0,12,12,2,2,2,1,2,0,1
175.45.176.3,26192,149.171.126.14,135,tcp,FIN,0.448743,588,268,254,252,2,1,-,9448.615234,3993.377197,10,6,255,469201302,3431232158,59,45,0,0,2377.307664,113.551008,1421930875,44.604,78.368797,0.134766,0.056888,0.077878,0,1,0,0,0,3,4,1,1,1,1,1,0,1
175.45.176.2,62677,149.171.126.12,520,udp,INT,50.821129,2128,0,254,0,0,0,-,251.234085,0.0,4,0,0,0,0,532,0,0,0,23957.298,0.0,1421928473,16940.376,0.0,0.0,0.0,0.0,0,2,0,0,0,5,6,3,2,2,1,2,1,0
175.45.176.3,62685,149.171.126.17,21,tcp,FIN,1.042558,578,682,254,252,3,4,ftp,4066.920166,4803.569824,12,12,255,788445980,1719941518,48,57,0,0,4658.950283,103.973117,1421928460,94.778003,80.004367,0.159901,0.077725,0.082176,0,1,0,0,0,3,3,1,2,1,1,1,1,0
175.45.176.1,1169,149.171.126.11,445,tcp,FIN,1.705052,1110,740,254,252,3,2,-,4776.394043,3040.376465,12,8,255,2991772761,2871052616,93,93,0,0,8509.45389,383.961094,1421927977,151.662724,228.160281,0.221986,0.107928,0.114058,0,1,0,0,0,3,1,1,2,1,1,1,1,0
175.45.176.0,13741,149.171.126.10,179,tcp,FIN,0.604453,534,268,254,252,2,1,-,6366.085938,2964.663818,10,6,255,3668301578,1674913056,53,45,0,0,3703.346282,169.413047,1421931538,67.060333,108.784,0.11364,0.060529,0.053111,0,1,0,0,0,6,2,1,2,1,1,1,0,1
175.45.176.1,37873,149.171.126.11,1015,tcp,FIN,0.596631,472,564,254,252,2,2,-,5698.664551,6623.859863,10,8,255,724153889,3017812732,47,71,0,0,3610.095118,122.964562,1421928550,66.292333,72.77943,0.101044,0.06471,0.036334,0,1,0,0,0,1,2,1,1,1,1,1,0,1
175.45.176.0,65527,149.171.126.11,179,tcp,FIN,0.678984,2322,354,254,252,2,1,-,24625.0293,3652.516113,10,8,255,870580625,3493561708,232,44,0,0,4034.94588,128.886906,1421928642,68.799889,77.039859,0.20384,0.139704,0.064136,0,1,0,0,0,8,7,1,1,1,1,1,0,1
175.45.176.3,42454,149.171.126.15,179,tcp,FIN,0.82324,904,556,254,252,5,3,-,8240.610352,4868.568359,16,10,255,3678186511,964551018,57,56,0,0,2921.940139,105.369992,1421930355,49.682201,85.483781,0.092565,0.053877,0.038688,0,1,0,0,0,5,4,2,2,2,2,2,1,0
175.45.176.0,63559,149.171.126.10,179,tcp,FIN,1.145431,534,354,254,252,2,1,-,3359.434082,2165.123779,10,8,255,3327845719,2723324367,53,44,0,0,7012.076455,327.610406,1421931438,127.165889,154.534422,0.168839,0.063683,0.105156,0,1,0,0,0,4,2,1,1,1,1,1,1,0
175.45.176.1,65242,149.171.126.13,520,udp,INT,57.944286,156,0,254,0,0,0,-,16.153448,0.0,4,0,0,0,0,39,0,0,0,27315.174,0.0,1421928773,19314.762,0.0,0.0,0.0,0.0,0,2,0,0,0,15,10,2,3,2,1,2,1,0
175.45.176.3,11756,149.171.126.14,80,tcp,FIN,1.679004,68109,612,254,252,26,1,-,318927.1875,2711.131104,58,14,255,3143835130,794127351,1174,44,0,0,2568.966038,160.770875,1421928097,26.853772,119.789383,0.206426,0.121738,0.084688,0,1,0,0,0,1,1,1,1,1,1,1,0,1
175.45.176.1,31205,149.171.126.13,135,tcp,FIN,0.165009,1612,268,254,252,2,1,-,70347.67188,10860.01367,10,6,255,237491599,1308993699,161,45,0,0,1022.458046,49.841727,1421929657,17.482889,29.611,0.032331,0.016943,0.015388,0,1,0,0,0,9,9,2,2,2,1,2,1,0
175.45.176.1,23249,149.171.126.11,445,tcp,FIN,1.706298,1106,836,254,252,3,2,-,4754.151855,3530.450195,12,10,255,1986496629,103623426,92,84,0,0,9895.747724,215.650219,1421928120,155.04346,162.285109,0.359655,0.245723,0.113932,0,1,0,0,0,2,1,1,1,1,1,1,0,1
175.45.176.0,52806,149.171.126.12,179,tcp,FIN,1.0132,2062,354,254,252,2,1,-,14654.55957,2447.69043,10,8,255,3339666262,3873299763,206,44,0,0,6416.772767,185.951719,1421927853,112.572556,127.668141,0.214217,0.119513,0.094704,0,1,0,0,0,4,3,1,1,1,1,1,0,1
175.45.176.1,58473,149.171.126.15,179,tcp,FIN,0.536242,682,354,254,252,2,1,-,9160.042969,4624.777344,10,8,255,670565159,86161398,68,44,0,0,3613.361615,138.937781,1421934447,59.582444,70.271711,0.099953,0.043639,0.056314,0,1,0,0,0,8,8,2,2,2,1,2,0,1
175.45.176.3,1121,149.171.126.17,514,udp,INT,4e-06,1312,0,254,0,0,0,-,1312000000.0,0.0,2,0,0,0,0,656,0,0,0,0.0,0.0,1421933412,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,3,2,1,1,1,1,1,1,0
175.45.176.3,43310,149.171.126.18,1723,tcp,FIN,0.974805,2516,268,254,252,2,1,-,18588.33398,1838.316406,10,6,255,3167671206,1376604473,252,45,0,0,6144.920122,311.966375,1421933282,108.209444,180.488594,0.143516,0.072361,0.071155,0,1,0,0,0,6,4,1,1,1,1,1,1,0
175.45.176.2,23308,149.171.126.18,520,udp,INT,1e-05,104,0,254,0,0,0,-,41600000.0,0.0,2,0,0,0,0,52,0,0,0,0.0,0.0,1421933204,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,2,4,5,1,1,1,1,0,1
175.45.176.0,63670,149.171.126.10,179,tcp,FIN,1.192016,534,354,254,252,2,1,-,3228.144531,2080.509033,10,8,255,3080075598,874659670,53,44,0,0,7570.458948,221.834641,1421931517,132.435111,150.273578,0.199754,0.140094,0.05966,0,1,0,0,0,5,2,1,2,1,1,1,1,0
175.45.176.1,36946,149.171.126.14,179,tcp,FIN,0.770572,774,642,254,252,4,3,-,7464.584473,6114.937988,14,12,255,3047628424,816441168,55,54,0,0,3463.824354,98.07307,1421932761,57.265462,62.801547,0.122546,0.079745,0.042801,0,1,0,0,0,6,6,2,2,2,1,2,1,0
175.45.176.0,56242,149.171.126.18,179,tcp,FIN,0.44632,506,268,254,252,2,1,-,8173.507812,4015.056396,10,6,255,1853566888,3006521971,51,45,0,0,2638.624826,119.51225,1421929609,47.553778,71.181,0.13608,0.090405,0.045675,0,1,0,0,0,4,4,2,2,2,1,2,0,1
175.45.176.1,6961,149.171.126.11,179,tcp,FIN,0.912268,28482,850,254,252,13,4,-,241963.9844,6989.174316,32,16,255,1317155816,3514104354,890,53,0,0,2585.776674,95.357172,1421929893,29.428,56.963066,0.116369,0.05705,0.059319,0,1,0,0,0,5,4,1,1,1,1,1,0,1
175.45.176.2,24815,149.171.126.10,179,tcp,FIN,0.898848,534,268,254,252,2,1,-,4281.035156,1993.662964,10,6,255,4068468818,2675671866,53,45,0,0,5514.280067,290.871938,1421930745,95.864778,161.668406,0.191979,0.090495,0.101484,0,1,0,0,0,4,4,2,1,1,1,1,0,1
175.45.176.1,28427,149.171.126.12,514,udp,INT,6e-06,1474,0,254,0,0,0,-,982666624.0,0.0,2,0,0,0,0,737,0,0,0,0.0,0.0,1421929209,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,1,4,0,1
175.45.176.1,31488,149.171.126.14,445,tcp,FIN,1.360786,1040,796,254,252,3,2,-,5608.523438,4215.210938,12,10,255,3586936862,3922980513,87,80,0,0,6649.516567,253.092469,1421927948,120.973906,137.804891,0.245189,0.120537,0.124652,0,1,0,0,0,5,1,1,2,1,1,1,1,0
175.45.176.1,14140,149.171.126.11,179,tcp,FIN,0.521552,628,268,254,252,2,1,-,8681.780273,3435.898926,10,6,255,2803122813,2410402132,63,45,0,0,2801.936897,134.863625,1421928729,55.009111,86.828797,0.168969,0.087401,0.081568,0,1,0,0,0,11,4,2,3,2,1,2,1,0
175.45.176.1,6895,149.171.126.14,179,tcp,FIN,0.576443,774,556,254,252,4,3,-,9978.436523,6952.98584,14,10,255,743939513,3958523474,55,56,0,0,2250.187029,70.304961,1421932759,43.246001,56.634109,0.097807,0.066725,0.031082,0,1,0,0,0,5,4,1,8,1,1,1,1,0
175.45.176.0,62147,149.171.126.13,520,udp,INT,5e-06,1064,0,254,0,0,0,-,851200000.0,0.0,2,0,0,0,0,532,0,0,0,0.0,0.0,1421930087,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,35,35,10,10,10,1,10,0,1
175.45.176.0,16946,149.171.126.12,179,tcp,FIN,0.756855,910,268,254,252,2,1,-,8656.875977,2367.692627,10,6,255,3396810677,1458653871,91,45,0,0,4194.912664,143.820984,1421927787,79.416667,116.788,0.263054,0.172913,0.090141,0,1,0,0,0,5,4,2,2,1,1,1,1,0
175.45.176.0,18114,149.171.126.13,921,udp,INT,8e-06,1376,0,62,0,0,0,-,688000000.0,0.0,2,0,0,0,0,688,0,0,0,0.0,0.0,1421930870,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,1,1,1,1,1,0
175.45.176.1,63954,149.171.126.13,520,udp,INT,1e-05,78,0,254,0,0,0,-,31200000.0,0.0,2,0,0,0,0,39,0,0,0,0.0,0.0,1421928723,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,13,7,3,5,3,2,3,1,0
175.45.176.1,65192,149.171.126.15,179,tcp,FIN,0.525489,540,354,254,252,2,1,-,7398.823242,4719.414062,10,8,255,1870905534,4162033743,54,44,0,0,3802.12825,116.738812,1421934377,55.272111,65.864859,0.124678,0.064423,0.060255,0,1,0,0,0,6,6,2,2,2,1,2,1,0
175.45.176.3,60526,149.171.126.14,179,tcp,FIN,0.591919,546,354,254,252,2,1,-,6649.558594,4189.762207,10,8,255,2347955897,832434732,55,44,0,0,3898.719563,121.678633,1421927706,62.788556,75.215711,0.132772,0.065398,0.067374,0,1,0,0,0,8,6,1,2,1,1,1,0,1
175.45.176.3,5582,149.171.126.15,520,udp,INT,3e-06,104,0,254,0,0,0,-,138666656.0,0.0,2,0,0,0,0,52,0,0,0,0.0,0.0,1421931834,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,5,1,6,1,1,1,0,1
175.45.176.3,59978,149.171.126.15,179,tcp,FIN,0.489339,792,678,254,252,4,4,-,12032.55859,10168.81934,14,12,255,1971775588,2226448931,57,57,0,0,1795.254211,54.064539,1421930423,37.539383,41.010363,0.0779,0.038224,0.039676,0,1,0,0,0,6,7,1,1,1,1,1,0,1
175.45.176.1,13850,149.171.126.13,445,tcp,FIN,0.772161,1066,814,254,252,3,2,-,10132.60156,7594.270996,12,10,255,1827491727,1024003288,89,81,0,0,4416.534801,127.044219,1421933921,69.037088,77.710781,0.138044,0.072754,0.06529,0,1,0,0,0,4,4,1,1,1,1,1,1,0
175.45.176.3,13303,149.171.126.14,135,tcp,FIN,0.708935,588,268,254,252,2,1,-,5980.801758,2527.735107,10,6,255,1457303055,3921835780,59,45,0,0,4102.964558,201.457016,1421930834,76.76,122.042398,0.216957,0.098719,0.118238,0,1,0,0,0,4,4,1,1,1,1,1,1,0
175.45.176.3,3978,149.171.126.18,5555,tcp,FIN,0.822374,8732,268,254,252,4,1,-,78883.82031,2179.057373,14,6,255,4032338927,377539963,624,45,0,0,3730.611922,213.016594,1421933336,60.280151,136.583203,0.221228,0.139454,0.081774,0,1,0,0,0,10,6,3,2,1,1,2,1,0
175.45.176.0,65078,149.171.126.17,179,tcp,FIN,0.709503,534,268,254,252,2,1,-,5423.514648,2525.71167,10,6,255,2226478924,3540092947,53,45,0,0,4048.154725,227.135719,1421933415,78.833667,123.419398,0.22173,0.068358,0.153372,0,1,0,0,0,3,5,2,2,1,1,1,0,1
175.45.176.0,14826,149.171.126.11,179,tcp,FIN,0.71697,1426,354,254,252,2,1,-,14326.95898,3459.000977,10,8,255,2300395877,3159641077,143,44,0,0,4621.066988,141.190625,1421928657,79.556333,94.407289,0.120135,0.056117,0.064018,0,1,0,0,0,5,5,3,3,3,1,3,0,1
175.45.176.0,5288,149.171.126.11,179,tcp,FIN,1.2229,7858,354,254,252,4,1,-,47735.70703,2027.966309,14,8,255,2261372986,623968443,561,44,0,0,5991.305255,293.450906,1421928661,87.944847,163.142422,0.183022,0.080897,0.102125,0,1,0,0,0,6,4,1,2,1,1,1,0,1
